datetime,values
2018-06-20T06:45:00.000+0200,1459
2018-06-20T07:00:00.000+0200,1891
2018-06-20T07:15:00.000+0200,2215
2018-06-20T07:30:00.000+0200,2732
2018-06-20T07:45:00.000+0200,3087
2018-06-20T08:00:00.000+0200,3502
2018-06-20T08:15:00.000+0200,3962
2018-06-20T08:30:00.000+0200,3735
2018-06-20T08:45:00.000+0200,3889
2018-06-20T09:00:00.000+0200,3770
2018-06-20T09:15:00.000+0200,3899
2018-06-20T09:30:00.000+0200,3809
2018-06-20T09:45:00.000+0200,3702
2018-06-20T10:00:00.000+0200,3841
2018-06-20T10:15:00.000+0200,4052
2018-06-20T10:30:00.000+0200,4433
2018-06-20T10:45:00.000+0200,4531
2018-06-20T11:00:00.000+0200,4351
2018-06-20T11:15:00.000+0200,3665
2018-06-20T11:30:00.000+0200,3484
2018-06-20T11:45:00.000+0200,3902
2018-06-20T12:00:00.000+0200,2783
2018-06-20T12:15:00.000+0200,2638
2018-06-20T12:30:00.000+0200,2301
2018-06-20T12:45:00.000+0200,2545
2018-06-20T13:00:00.000+0200,2802
2018-06-20T13:15:00.000+0200,2887
2018-06-20T13:30:00.000+0200,2763
2018-06-20T13:45:00.000+0200,2715
2018-06-20T14:00:00.000+0200,2818
2018-06-20T14:15:00.000+0200,2849
2018-06-20T14:30:00.000+0200,2825
2018-06-20T14:45:00.000+0200,2974
2018-06-20T15:00:00.000+0200,3017
2018-06-20T15:15:00.000+0200,2857
2018-06-20T15:30:00.000+0200,3230
2018-06-20T15:45:00.000+0200,2803
2018-06-20T16:00:00.000+0200,2807
2018-06-20T16:15:00.000+0200,2788
2018-06-20T16:30:00.000+0200,2783
2018-06-20T16:45:00.000+0200,2759
2018-06-20T17:00:00.000+0200,2505
2018-06-20T17:15:00.000+0200,2188
2018-06-20T17:30:00.000+0200,2132
2018-06-20T17:45:00.000+0200,1906
2018-06-20T18:00:00.000+0200,1758
2018-06-20T18:15:00.000+0200,1646
2018-06-20T18:30:00.000+0200,1573
2018-06-20T18:45:00.000+0200,1514
2018-06-20T19:00:00.000+0200,1326
2018-06-20T19:15:00.000+0200,1296
2018-06-20T19:30:00.000+0200,1285
2018-06-20T19:45:00.000+0200,1246
2018-06-20T20:00:00.000+0200,1292
2018-06-20T20:15:00.000+0200,1447
2018-06-20T20:30:00.000+0200,1255
2018-06-20T20:45:00.000+0200,1344
2018-06-20T21:00:00.000+0200,1330
2018-06-20T21:15:00.000+0200,1246
2018-06-20T21:30:00.000+0200,1256
2018-06-20T21:45:00.000+0200,1237
2018-06-20T22:00:00.000+0200,1355
2018-06-20T22:15:00.000+0200,1274
2018-06-20T22:30:00.000+0200,1165
2018-06-20T22:45:00.000+0200,1011
2018-06-20T23:00:00.000+0200,989
2018-06-20T23:15:00.000+0200,1168
2018-06-20T23:30:00.000+0200,788
2018-06-20T23:45:00.000+0200,583
2018-06-21T00:00:00.000+0200,582
2018-06-21T00:15:00.000+0200,724
2018-06-21T00:30:00.000+0200,456
2018-06-21T00:45:00.000+0200,348
2018-06-21T01:00:00.000+0200,306
2018-06-21T01:15:00.000+0200,234
2018-06-21T01:30:00.000+0200,267
2018-06-21T01:45:00.000+0200,228
2018-06-21T02:00:00.000+0200,223
2018-06-21T02:15:00.000+0200,189
2018-06-21T02:30:00.000+0200,203
2018-06-21T02:45:00.000+0200,185
2018-06-21T03:00:00.000+0200,203
2018-06-21T03:15:00.000+0200,197
2018-06-21T03:30:00.000+0200,225
2018-06-21T03:45:00.000+0200,204
2018-06-21T04:00:00.000+0200,236
2018-06-21T04:15:00.000+0200,198
2018-06-21T04:30:00.000+0200,242
2018-06-21T04:45:00.000+0200,223
2018-06-21T05:00:00.000+0200,290
2018-06-21T05:15:00.000+0200,329
2018-06-21T05:30:00.000+0200,475
2018-06-21T05:45:00.000+0200,590
2018-06-21T06:00:00.000+0200,833
2018-06-21T06:15:00.000+0200,951
2018-06-21T06:30:00.000+0200,1250
2018-06-21T06:45:00.000+0200,1454
2018-06-21T07:00:00.000+0200,1887
2018-06-21T07:15:00.000+0200,2216
2018-06-21T07:30:00.000+0200,2534
2018-06-21T07:45:00.000+0200,2930
2018-06-21T08:00:00.000+0200,3688
2018-06-21T08:15:00.000+0200,3577
2018-06-21T08:30:00.000+0200,3834
2018-06-21T08:45:00.000+0200,3928
2018-06-21T09:00:00.000+0200,3918
2018-06-21T09:15:00.000+0200,4007
2018-06-21T09:30:00.000+0200,4028
2018-06-21T09:45:00.000+0200,4368
2018-06-21T10:00:00.000+0200,4154
2018-06-21T10:15:00.000+0200,3987
2018-06-21T10:30:00.000+0200,3835
2018-06-21T10:45:00.000+0200,3950
2018-06-21T11:00:00.000+0200,3857
2018-06-21T11:15:00.000+0200,3866
2018-06-21T11:30:00.000+0200,3794
2018-06-21T11:45:00.000+0200,3193
2018-06-21T12:00:00.000+0200,2715
2018-06-21T12:15:00.000+0200,2325
2018-06-21T12:30:00.000+0200,2318
2018-06-21T12:45:00.000+0200,2404
2018-06-21T13:00:00.000+0200,2524
2018-06-21T13:15:00.000+0200,2691
2018-06-21T13:30:00.000+0200,2922
2018-06-21T13:45:00.000+0200,3074
2018-06-21T14:00:00.000+0200,3012
2018-06-21T14:15:00.000+0200,3039
2018-06-21T14:30:00.000+0200,3050
2018-06-21T14:45:00.000+0200,3341
2018-06-21T15:00:00.000+0200,3182
2018-06-21T15:15:00.000+0200,2976
2018-06-21T15:30:00.000+0200,2937
2018-06-21T15:45:00.000+0200,3423
2018-06-21T16:00:00.000+0200,3057
2018-06-21T16:15:00.000+0200,3093
2018-06-21T16:30:00.000+0200,2891
2018-06-21T16:45:00.000+0200,2751
2018-06-21T17:00:00.000+0200,2487
2018-06-21T17:15:00.000+0200,2881
2018-06-21T17:30:00.000+0200,2181
2018-06-21T17:45:00.000+0200,2241
2018-06-21T18:00:00.000+0200,1863
2018-06-21T18:15:00.000+0200,1663
2018-06-21T18:30:00.000+0200,1464
2018-06-21T18:45:00.000+0200,1416
2018-06-21T19:00:00.000+0200,1390
2018-06-21T19:15:00.000+0200,1282
2018-06-21T19:30:00.000+0200,1264
2018-06-21T19:45:00.000+0200,1213
2018-06-21T20:00:00.000+0200,1192
2018-06-21T20:15:00.000+0200,1151
2018-06-21T20:30:00.000+0200,1252
2018-06-21T20:45:00.000+0200,1334
2018-06-21T21:00:00.000+0200,1310
2018-06-21T21:15:00.000+0200,1143
2018-06-21T21:30:00.000+0200,1109
2018-06-21T21:45:00.000+0200,1364
2018-06-21T22:00:00.000+0200,1307
2018-06-21T22:15:00.000+0200,1228
2018-06-21T22:30:00.000+0200,1134
2018-06-21T22:45:00.000+0200,1026
2018-06-21T23:00:00.000+0200,912
2018-06-21T23:15:00.000+0200,798
2018-06-21T23:30:00.000+0200,669
2018-06-21T23:45:00.000+0200,592
2018-06-22T00:00:00.000+0200,602
2018-06-22T00:15:00.000+0200,716
2018-06-22T00:30:00.000+0200,412
2018-06-22T00:45:00.000+0200,327
2018-06-22T01:00:00.000+0200,334
2018-06-22T01:15:00.000+0200,299
2018-06-22T01:30:00.000+0200,266
2018-06-22T01:45:00.000+0200,237
2018-06-22T02:00:00.000+0200,251
2018-06-22T02:15:00.000+0200,239
2018-06-22T02:30:00.000+0200,223
2018-06-22T02:45:00.000+0200,213
2018-06-22T03:00:00.000+0200,220
2018-06-22T03:15:00.000+0200,205
2018-06-22T03:30:00.000+0200,215
2018-06-22T03:45:00.000+0200,227
2018-06-22T04:00:00.000+0200,263
2018-06-22T04:15:00.000+0200,233
2018-06-22T04:30:00.000+0200,292
2018-06-22T04:45:00.000+0200,282
2018-06-22T05:00:00.000+0200,347
2018-06-22T05:15:00.000+0200,406
2018-06-22T05:30:00.000+0200,542
2018-06-22T05:45:00.000+0200,664
2018-06-22T06:00:00.000+0200,874
2018-06-22T06:15:00.000+0200,1044
2018-06-22T06:30:00.000+0200,1274
2018-06-22T06:45:00.000+0200,1469
2018-06-22T07:00:00.000+0200,2012
2018-06-22T07:15:00.000+0200,2364
2018-06-22T07:30:00.000+0200,2738
2018-06-22T07:45:00.000+0200,2979
2018-06-22T08:00:00.000+0200,3613
2018-06-22T08:15:00.000+0200,4082
2018-06-22T08:30:00.000+0200,4092
2018-06-22T08:45:00.000+0200,4212
2018-06-22T09:00:00.000+0200,4274
2018-06-22T09:15:00.000+0200,4390
2018-06-22T09:30:00.000+0200,4318
2018-06-22T09:45:00.000+0200,4080
2018-06-22T10:00:00.000+0200,4123
2018-06-22T10:15:00.000+0200,4102
2018-06-22T10:30:00.000+0200,4121
2018-06-22T10:45:00.000+0200,4024
2018-06-22T11:00:00.000+0200,4079
2018-06-22T11:15:00.000+0200,3803
2018-06-22T11:30:00.000+0200,3702
2018-06-22T11:45:00.000+0200,3353
2018-06-22T12:00:00.000+0200,3079
2018-06-22T12:15:00.000+0200,2779
2018-06-22T12:30:00.000+0200,2345
2018-06-22T12:45:00.000+0200,2373
2018-06-22T13:00:00.000+0200,2547
2018-06-22T13:15:00.000+0200,2678
2018-06-22T13:30:00.000+0200,2822
2018-06-22T13:45:00.000+0200,2853
2018-06-22T14:00:00.000+0200,2966
2018-06-22T14:15:00.000+0200,2977
2018-06-22T14:30:00.000+0200,2983
2018-06-22T14:45:00.000+0200,2997
2018-06-22T15:00:00.000+0200,2889
2018-06-22T15:15:00.000+0200,2811
2018-06-22T15:30:00.000+0200,2587
2018-06-22T15:45:00.000+0200,2635
2018-06-22T16:00:00.000+0200,2853
2018-06-22T16:15:00.000+0200,2815
2018-06-22T16:30:00.000+0200,2696
2018-06-22T16:45:00.000+0200,2413
2018-06-22T17:00:00.000+0200,2313
2018-06-22T17:15:00.000+0200,2154
2018-06-22T17:30:00.000+0200,2001
2018-06-22T17:45:00.000+0200,1799
2018-06-22T18:00:00.000+0200,1603
2018-06-22T18:15:00.000+0200,1497
2018-06-22T18:30:00.000+0200,1302
2018-06-22T18:45:00.000+0200,1190
2018-06-22T19:00:00.000+0200,1196
2018-06-22T19:15:00.000+0200,1149
2018-06-22T19:30:00.000+0200,1072
2018-06-22T19:45:00.000+0200,914
2018-06-22T20:00:00.000+0200,801
2018-06-22T20:15:00.000+0200,1072
2018-06-22T20:30:00.000+0200,759
2018-06-22T20:45:00.000+0200,1010
2018-06-22T21:00:00.000+0200,825
2018-06-22T21:15:00.000+0200,706
2018-06-22T21:30:00.000+0200,628
2018-06-22T21:45:00.000+0200,531
2018-06-22T22:00:00.000+0200,731
2018-06-22T22:15:00.000+0200,742
2018-06-22T22:30:00.000+0200,737
2018-06-22T22:45:00.000+0200,744
2018-06-22T23:00:00.000+0200,674
2018-06-22T23:15:00.000+0200,586
2018-06-22T23:30:00.000+0200,563
2018-06-22T23:45:00.000+0200,474
2018-06-23T00:00:00.000+0200,482
2018-06-23T00:15:00.000+0200,661
2018-06-23T00:30:00.000+0200,360
2018-06-23T00:45:00.000+0200,284
2018-06-23T01:00:00.000+0200,295
2018-06-23T01:15:00.000+0200,266
2018-06-23T01:30:00.000+0200,239
2018-06-23T01:45:00.000+0200,219
2018-06-23T02:00:00.000+0200,223
2018-06-23T02:15:00.000+0200,217
2018-06-23T02:30:00.000+0200,220
2018-06-23T02:45:00.000+0200,176
2018-06-23T03:00:00.000+0200,195
2018-06-23T03:15:00.000+0200,180
2018-06-23T03:30:00.000+0200,208
2018-06-23T03:45:00.000+0200,187
2018-06-23T04:00:00.000+0200,188
2018-06-23T04:15:00.000+0200,208
2018-06-23T04:30:00.000+0200,225
2018-06-23T04:45:00.000+0200,205
2018-06-23T05:00:00.000+0200,231
2018-06-23T05:15:00.000+0200,234
2018-06-23T05:30:00.000+0200,266
2018-06-23T05:45:00.000+0200,296
2018-06-23T06:00:00.000+0200,341
2018-06-23T06:15:00.000+0200,425
2018-06-23T06:30:00.000+0200,458
2018-06-23T06:45:00.000+0200,529
2018-06-23T07:00:00.000+0200,646
2018-06-23T07:15:00.000+0200,757
2018-06-23T07:30:00.000+0200,893
2018-06-23T07:45:00.000+0200,982
2018-06-23T08:00:00.000+0200,1105
2018-06-23T08:15:00.000+0200,1465
2018-06-23T08:30:00.000+0200,1309
2018-06-23T08:45:00.000+0200,1345
2018-06-23T09:00:00.000+0200,1449
2018-06-23T09:15:00.000+0200,1566
2018-06-23T09:30:00.000+0200,1531
2018-06-23T09:45:00.000+0200,1557
2018-06-23T10:00:00.000+0200,1593
2018-06-23T10:15:00.000+0200,1594
2018-06-23T10:30:00.000+0200,1552
2018-06-23T10:45:00.000+0200,1574
2018-06-23T11:00:00.000+0200,1467
2018-06-23T11:15:00.000+0200,1469
2018-06-23T11:30:00.000+0200,1446
2018-06-23T11:45:00.000+0200,1390
2018-06-23T12:00:00.000+0200,1383
2018-06-23T12:15:00.000+0200,1522
2018-06-23T12:30:00.000+0200,1259
2018-06-23T12:45:00.000+0200,1168
2018-06-23T13:00:00.000+0200,1196
2018-06-23T13:15:00.000+0200,1193
2018-06-23T13:30:00.000+0200,1138
2018-06-23T13:45:00.000+0200,1030
2018-06-23T14:00:00.000+0200,1087
2018-06-23T14:15:00.000+0200,1085
2018-06-23T14:30:00.000+0200,1099
2018-06-23T14:45:00.000+0200,1088
2018-06-23T15:00:00.000+0200,1083
2018-06-23T15:15:00.000+0200,998
2018-06-23T15:30:00.000+0200,963
2018-06-23T15:45:00.000+0200,965
2018-06-23T16:00:00.000+0200,955
2018-06-23T16:15:00.000+0200,939
2018-06-23T16:30:00.000+0200,949
2018-06-23T16:45:00.000+0200,962
2018-06-23T17:00:00.000+0200,927
2018-06-23T17:15:00.000+0200,944
2018-06-23T17:30:00.000+0200,849
2018-06-23T17:45:00.000+0200,830
2018-06-23T18:00:00.000+0200,817
2018-06-23T18:15:00.000+0200,804
2018-06-23T18:30:00.000+0200,730
2018-06-23T18:45:00.000+0200,760
2018-06-23T19:00:00.000+0200,727
2018-06-23T19:15:00.000+0200,659
2018-06-23T19:30:00.000+0200,649
2018-06-23T19:45:00.000+0200,598
2018-06-23T20:00:00.000+0200,596
2018-06-23T20:15:00.000+0200,816
2018-06-23T20:30:00.000+0200,558
2018-06-23T20:45:00.000+0200,634
2018-06-23T21:00:00.000+0200,569
2018-06-23T21:15:00.000+0200,549
2018-06-23T21:30:00.000+0200,536
2018-06-23T21:45:00.000+0200,455
2018-06-23T22:00:00.000+0200,578
2018-06-23T22:15:00.000+0200,551
2018-06-23T22:30:00.000+0200,550
2018-06-23T22:45:00.000+0200,541
2018-06-23T23:00:00.000+0200,478
2018-06-23T23:15:00.000+0200,418
2018-06-23T23:30:00.000+0200,443
2018-06-23T23:45:00.000+0200,373
2018-06-24T00:00:00.000+0200,391
2018-06-24T00:15:00.000+0200,581
2018-06-24T00:30:00.000+0200,309
2018-06-24T00:45:00.000+0200,266
2018-06-24T01:00:00.000+0200,255
2018-06-24T01:15:00.000+0200,260
2018-06-24T01:30:00.000+0200,211
2018-06-24T01:45:00.000+0200,223
2018-06-24T02:00:00.000+0200,80
2018-06-24T02:15:00.000+0200,91
2018-06-24T02:30:00.000+0200,68
2018-06-24T02:45:00.000+0200,60
2018-06-24T03:00:00.000+0200,93
2018-06-24T03:15:00.000+0200,60
2018-06-24T03:30:00.000+0200,72
2018-06-24T03:45:00.000+0200,51
2018-06-24T04:00:00.000+0200,79
2018-06-24T04:15:00.000+0200,58
2018-06-24T04:30:00.000+0200,61
2018-06-24T04:45:00.000+0200,53
2018-06-24T05:00:00.000+0200,213
2018-06-24T05:15:00.000+0200,153
2018-06-24T05:30:00.000+0200,223
2018-06-24T05:45:00.000+0200,182
2018-06-24T06:00:00.000+0200,253
2018-06-24T06:15:00.000+0200,212
2018-06-24T06:30:00.000+0200,281
2018-06-24T06:45:00.000+0200,266
2018-06-24T07:00:00.000+0200,374
2018-06-24T07:15:00.000+0200,378
2018-06-24T07:30:00.000+0200,527
2018-06-24T07:45:00.000+0200,539
2018-06-24T08:00:00.000+0200,662
2018-06-24T08:15:00.000+0200,937
2018-06-24T08:30:00.000+0200,753
2018-06-24T08:45:00.000+0200,797
2018-06-24T09:00:00.000+0200,946
2018-06-24T09:15:00.000+0200,1063
2018-06-24T09:30:00.000+0200,1207
2018-06-24T09:45:00.000+0200,1218
2018-06-24T10:00:00.000+0200,1345
2018-06-24T10:15:00.000+0200,1371
2018-06-24T10:30:00.000+0200,1404
2018-06-24T10:45:00.000+0200,1461
2018-06-24T11:00:00.000+0200,1622
2018-06-24T11:15:00.000+0200,1604
2018-06-24T11:30:00.000+0200,1515
2018-06-24T11:45:00.000+0200,1564
2018-06-24T12:00:00.000+0200,1498
2018-06-24T12:15:00.000+0200,1699
2018-06-24T12:30:00.000+0200,1417
2018-06-24T12:45:00.000+0200,1335
2018-06-24T13:00:00.000+0200,1318
2018-06-24T13:15:00.000+0200,1278
2018-06-24T13:30:00.000+0200,1294
2018-06-24T13:45:00.000+0200,1278
2018-06-24T14:00:00.000+0200,1231
2018-06-24T14:15:00.000+0200,1323
2018-06-24T14:30:00.000+0200,1232
2018-06-24T14:45:00.000+0200,1184
2018-06-24T15:00:00.000+0200,1237
2018-06-24T15:15:00.000+0200,1243
2018-06-24T15:30:00.000+0200,1275
2018-06-24T15:45:00.000+0200,1269
2018-06-24T16:00:00.000+0200,1306
2018-06-24T16:15:00.000+0200,1293
2018-06-24T16:30:00.000+0200,1356
2018-06-24T16:45:00.000+0200,1355
2018-06-24T17:00:00.000+0200,1325
2018-06-24T17:15:00.000+0200,1255
2018-06-24T17:30:00.000+0200,1308
2018-06-24T17:45:00.000+0200,1267
2018-06-24T18:00:00.000+0200,1289
2018-06-24T18:15:00.000+0200,1221
2018-06-24T18:30:00.000+0200,1173
2018-06-24T18:45:00.000+0200,1189
2018-06-24T19:00:00.000+0200,1244
2018-06-24T19:15:00.000+0200,1285
2018-06-24T19:30:00.000+0200,1288
2018-06-24T19:45:00.000+0200,1339
2018-06-24T20:00:00.000+0200,1354
2018-06-24T20:15:00.000+0200,1604
2018-06-24T20:30:00.000+0200,1443
2018-06-24T20:45:00.000+0200,1426
2018-06-24T21:00:00.000+0200,1492
2018-06-24T21:15:00.000+0200,1415
2018-06-24T21:30:00.000+0200,1410
2018-06-24T21:45:00.000+0200,1330
2018-06-24T22:00:00.000+0200,1344
2018-06-24T22:15:00.000+0200,1227
2018-06-24T22:30:00.000+0200,1087
2018-06-24T22:45:00.000+0200,997
2018-06-24T23:00:00.000+0200,933
2018-06-24T23:15:00.000+0200,785
2018-06-24T23:30:00.000+0200,728
2018-06-24T23:45:00.000+0200,616
2018-06-25T00:00:00.000+0200,664
2018-06-25T00:15:00.000+0200,735
2018-06-25T00:30:00.000+0200,533
2018-06-25T00:45:00.000+0200,427
2018-06-25T01:00:00.000+0200,376
2018-06-25T01:15:00.000+0200,313
2018-06-25T01:30:00.000+0200,309
2018-06-25T01:45:00.000+0200,269
2018-06-25T02:00:00.000+0200,290
2018-06-25T02:15:00.000+0200,249
2018-06-25T02:30:00.000+0200,294
2018-06-25T02:45:00.000+0200,259
2018-06-25T03:00:00.000+0200,256
2018-06-25T03:15:00.000+0200,237
2018-06-25T03:30:00.000+0200,260
2018-06-25T03:45:00.000+0200,256
2018-06-25T04:00:00.000+0200,292
2018-06-25T04:15:00.000+0200,292
2018-06-25T04:30:00.000+0200,348
2018-06-25T04:45:00.000+0200,353
2018-06-25T05:00:00.000+0200,476
2018-06-25T05:15:00.000+0200,582
2018-06-25T05:30:00.000+0200,718
2018-06-25T05:45:00.000+0200,880
2018-06-25T06:00:00.000+0200,1226
2018-06-25T06:15:00.000+0200,1595
2018-06-25T06:30:00.000+0200,1936
2018-06-25T06:45:00.000+0200,2150
2018-06-25T07:00:00.000+0200,2725
2018-06-25T07:15:00.000+0200,3320
2018-06-25T07:30:00.000+0200,3807
2018-06-25T07:45:00.000+0200,4347
2018-06-25T08:00:00.000+0200,5120
2018-06-25T08:15:00.000+0200,5724
2018-06-25T08:30:00.000+0200,5837
2018-06-25T08:45:00.000+0200,6053
2018-06-25T09:00:00.000+0200,6188
2018-06-25T09:15:00.000+0200,6132
2018-06-25T09:30:00.000+0200,6024
2018-06-25T09:45:00.000+0200,6034
2018-06-25T10:00:00.000+0200,5914
2018-06-25T10:15:00.000+0200,6006
2018-06-25T10:30:00.000+0200,5829
2018-06-25T10:45:00.000+0200,5687
2018-06-25T11:00:00.000+0200,5600
2018-06-25T11:15:00.000+0200,5800
2018-06-25T11:30:00.000+0200,5238
2018-06-25T11:45:00.000+0200,4990
2018-06-25T12:00:00.000+0200,4340
2018-06-25T12:15:00.000+0200,4193
2018-06-25T12:30:00.000+0200,3619
2018-06-25T12:45:00.000+0200,3604
2018-06-25T13:00:00.000+0200,3805
2018-06-25T13:15:00.000+0200,4043
2018-06-25T13:30:00.000+0200,3990
2018-06-25T13:45:00.000+0200,4030
2018-06-25T14:00:00.000+0200,4033
2018-06-25T14:15:00.000+0200,4004
2018-06-25T14:30:00.000+0200,4048
2018-06-25T14:45:00.000+0200,3979
2018-06-25T15:00:00.000+0200,4058
2018-06-25T15:15:00.000+0200,3916
2018-06-25T15:30:00.000+0200,3826
2018-06-25T15:45:00.000+0200,3788
2018-06-25T16:00:00.000+0200,3626
2018-06-25T16:15:00.000+0200,3652
2018-06-25T16:30:00.000+0200,3633
2018-06-25T16:45:00.000+0200,3559
2018-06-25T17:00:00.000+0200,3499
2018-06-25T17:15:00.000+0200,3280
2018-06-25T17:30:00.000+0200,3116
2018-06-25T17:45:00.000+0200,2896
2018-06-25T18:00:00.000+0200,2770
2018-06-25T18:15:00.000+0200,2705
2018-06-25T18:30:00.000+0200,2392
2018-06-25T18:45:00.000+0200,2415
2018-06-25T19:00:00.000+0200,2330
2018-06-25T19:15:00.000+0200,2302
2018-06-25T19:30:00.000+0200,2156
2018-06-25T19:45:00.000+0200,2189
2018-06-25T20:00:00.000+0200,2042
2018-06-25T20:15:00.000+0200,2329
2018-06-25T20:30:00.000+0200,2133
2018-06-25T20:45:00.000+0200,2379
2018-06-25T21:00:00.000+0200,2203
2018-06-25T21:15:00.000+0200,2159
2018-06-25T21:30:00.000+0200,2023
2018-06-25T21:45:00.000+0200,1690
2018-06-25T22:00:00.000+0200,1981
2018-06-25T22:15:00.000+0200,1982
2018-06-25T22:30:00.000+0200,1796
2018-06-25T22:45:00.000+0200,1525
2018-06-25T23:00:00.000+0200,1337
2018-06-25T23:15:00.000+0200,1221
2018-06-25T23:30:00.000+0200,1017
2018-06-25T23:45:00.000+0200,786
2018-06-26T00:00:00.000+0200,708
2018-06-26T00:15:00.000+0200,820
2018-06-26T00:30:00.000+0200,486
2018-06-26T00:45:00.000+0200,430
2018-06-26T01:00:00.000+0200,386
2018-06-26T01:15:00.000+0200,355
2018-06-26T01:30:00.000+0200,267
2018-06-26T01:45:00.000+0200,268
2018-06-26T02:00:00.000+0200,286
2018-06-26T02:15:00.000+0200,245
2018-06-26T02:30:00.000+0200,244
2018-06-26T02:45:00.000+0200,234
2018-06-26T03:00:00.000+0200,233
2018-06-26T03:15:00.000+0200,250
2018-06-26T03:30:00.000+0200,250
2018-06-26T03:45:00.000+0200,249
2018-06-26T04:00:00.000+0200,255
2018-06-26T04:15:00.000+0200,281
2018-06-26T04:30:00.000+0200,296
2018-06-26T04:45:00.000+0200,316
2018-06-26T05:00:00.000+0200,421
2018-06-26T05:15:00.000+0200,534
2018-06-26T05:30:00.000+0200,612
2018-06-26T05:45:00.000+0200,816
2018-06-26T06:00:00.000+0200,1049
2018-06-26T06:15:00.000+0200,1292
2018-06-26T06:30:00.000+0200,1560
2018-06-26T06:45:00.000+0200,1866
2018-06-26T07:00:00.000+0200,2348
2018-06-26T07:15:00.000+0200,2897
2018-06-26T07:30:00.000+0200,3283
2018-06-26T07:45:00.000+0200,3702
2018-06-26T08:00:00.000+0200,4197
2018-06-26T08:15:00.000+0200,4820
2018-06-26T08:30:00.000+0200,4519
2018-06-26T08:45:00.000+0200,4916
2018-06-26T09:00:00.000+0200,4717
2018-06-26T09:15:00.000+0200,5000
2018-06-26T09:30:00.000+0200,4751
2018-06-26T09:45:00.000+0200,4793
2018-06-26T10:00:00.000+0200,4565
2018-06-26T10:15:00.000+0200,4644
2018-06-26T10:30:00.000+0200,4622
2018-06-26T10:45:00.000+0200,4547
2018-06-26T11:00:00.000+0200,4635
2018-06-26T11:15:00.000+0200,4418
2018-06-26T11:30:00.000+0200,4207
2018-06-26T11:45:00.000+0200,3912
2018-06-26T12:00:00.000+0200,3277
2018-06-26T12:15:00.000+0200,3235
2018-06-26T12:30:00.000+0200,2804
2018-06-26T12:45:00.000+0200,2830
2018-06-26T13:00:00.000+0200,2919
2018-06-26T13:15:00.000+0200,3196
2018-06-26T13:30:00.000+0200,3235
2018-06-26T13:45:00.000+0200,3300
2018-06-26T14:00:00.000+0200,3483
2018-06-26T14:15:00.000+0200,3501
2018-06-26T14:30:00.000+0200,3525
2018-06-26T14:45:00.000+0200,3458
2018-06-26T15:00:00.000+0200,3452
2018-06-26T15:15:00.000+0200,3456
2018-06-26T15:30:00.000+0200,3454
2018-06-26T15:45:00.000+0200,3458
2018-06-26T16:00:00.000+0200,3301
2018-06-26T16:15:00.000+0200,3364
2018-06-26T16:30:00.000+0200,3127
2018-06-26T16:45:00.000+0200,3183
2018-06-26T17:00:00.000+0200,2800
2018-06-26T17:15:00.000+0200,2819
2018-06-26T17:30:00.000+0200,2544
2018-06-26T17:45:00.000+0200,2326
2018-06-26T18:00:00.000+0200,2314
2018-06-26T18:15:00.000+0200,2103
2018-06-26T18:30:00.000+0200,2092
2018-06-26T18:45:00.000+0200,2008
2018-06-26T19:00:00.000+0200,1975
2018-06-26T19:15:00.000+0200,1818
2018-06-26T19:30:00.000+0200,1781
2018-06-26T19:45:00.000+0200,1710
2018-06-26T20:00:00.000+0200,1671
2018-06-26T20:15:00.000+0200,2007
2018-06-26T20:30:00.000+0200,1782
2018-06-26T20:45:00.000+0200,2082
2018-06-26T21:00:00.000+0200,2032
2018-06-26T21:15:00.000+0200,1857
2018-06-26T21:30:00.000+0200,1623
2018-06-26T21:45:00.000+0200,1703
2018-06-26T22:00:00.000+0200,482
2018-06-26T22:15:00.000+0200,19
2018-06-26T22:30:00.000+0200,2
2018-06-26T22:45:00.000+0200,2
2018-06-26T23:15:00.000+0200,1
2018-06-26T23:30:00.000+0200,194
2018-06-26T23:45:00.000+0200,312
2018-06-27T00:00:00.000+0200,465
2018-06-27T00:15:00.000+0200,682
2018-06-27T00:30:00.000+0200,523
2018-06-27T00:45:00.000+0200,417
2018-06-27T01:00:00.000+0200,379
2018-06-27T01:15:00.000+0200,340
2018-06-27T01:30:00.000+0200,334
2018-06-27T01:45:00.000+0200,302
2018-06-27T02:00:00.000+0200,270
2018-06-27T02:15:00.000+0200,274
2018-06-27T02:30:00.000+0200,244
2018-06-27T02:45:00.000+0200,238
2018-06-27T03:00:00.000+0200,264
2018-06-27T03:15:00.000+0200,225
2018-06-27T03:30:00.000+0200,250
2018-06-27T03:45:00.000+0200,233
2018-06-27T04:00:00.000+0200,243
2018-06-27T04:15:00.000+0200,286
2018-06-27T04:30:00.000+0200,303
2018-06-27T04:45:00.000+0200,316
2018-06-27T05:00:00.000+0200,391
2018-06-27T05:15:00.000+0200,479
2018-06-27T05:30:00.000+0200,639
2018-06-27T05:45:00.000+0200,774
2018-06-27T06:00:00.000+0200,994
2018-06-27T06:15:00.000+0200,1329
2018-06-27T06:30:00.000+0200,1579
2018-06-27T06:45:00.000+0200,1914
2018-06-27T07:00:00.000+0200,2401
2018-06-27T07:15:00.000+0200,2881
2018-06-27T07:30:00.000+0200,3299
2018-06-27T07:45:00.000+0200,3826
2018-06-27T08:00:00.000+0200,4290
2018-06-27T08:15:00.000+0200,4856
